"D1, min (km)","D2, max (km)"
1352.4015489190519,1615.2166982182405
488.17497813557327,1438.8237620342732
377.84486486036411,625.15975108954217
490.70206025593268,1598.6809854008402
1087.1881783327474,1362.068693455871
958.94724177089108,973.193743557777
866.02558362575348,1601.9409634469243
